audio_path,transcription,speaker
dataset_fon\herman\herman_fongbe_corp015_088.wav,e ɖo glo tɔn,herman
dataset_fon\herman\herman_fongbe_corp015_089.wav,wutu ce slɔ fun,herman
dataset_fon\herman\herman_fongbe_corp015_090.wav,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε,herman
dataset_fon\herman\herman_fongbe_corp015_091.wav,nε gbɔn,herman
dataset_fon\herman\herman_fongbe_corp015_092.wav,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu,herman
dataset_fon\herman\herman_fongbe_corp015_093.wav,e gbε kpo ɖo tunnu tɔn,herman
dataset_fon\herman\herman_fongbe_corp015_094.wav,mεsi kplɔn nu ye cobɔ ye ɖu afɔku,herman
dataset_fon\herman\herman_fongbe_corp015_095.wav,e gɔ gbe,herman
dataset_fon\herman\herman_fongbe_corp015_096.wav,e ɖo mawusi,herman
dataset_fon\herman\herman_fongbe_corp015_097.wav,fina a sii ɖɔ fi e a gosin ɔ nu mi a,herman
dataset_fon\herman\herman_fongbe_corp015_098.wav,un hεn ɔ na blo,herman
dataset_fon\herman\herman_fongbe_corp015_099.wav,eo nyε un kpewu a mε,herman
dataset_fon\herman\herman_fongbe_corp015_100.wav,mɔ jεn wε,herman
dataset_fon\herman\herman_fongbe_corp015_101.wav,e gbla klεklε nu,herman
dataset_fon\herman\herman_fongbe_corp015_102.wav,e gbe yawo,herman
dataset_fon\herman\herman_fongbe_corp015_103.wav,wema ce yi gbe un ja,herman
dataset_fon\herman\herman_fongbe_corp015_104.wav,glo mɔ glo sɔ,herman
dataset_fon\herman\herman_fongbe_corp015_105.wav,glelilε ma nyɔ ze,herman
dataset_fon\herman\herman_fongbe_corp015_106.wav,sɔ gbɔ yi do kan sɔ kan yi do gbɔ,herman
dataset_fon\herman\herman_fongbe_corp015_107.wav,nyɔnu e sin avɔ un yi ɔ,herman
dataset_fon\herman\herman_fongbe_corp015_108.wav,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε,herman
dataset_fon\herman\herman_fongbe_corp015_109.wav,un ɖo gbe towe xo wε,herman
dataset_fon\herman\herman_fongbe_corp015_110.wav,e fyɔn nutitε nu mi,herman
dataset_fon\herman\herman_fongbe_corp015_111.wav,e fyɔn nutitε nu mi,herman
dataset_fon\herman\herman_fongbe_corp015_112.wav,mawu ni na mi gbigbɔ,herman
dataset_fon\herman\herman_fongbe_corp015_113.wav,a nɔ blo gbangan din,herman
dataset_fon\herman\herman_fongbe_corp015_114.wav,dεdε sia,herman
dataset_fon\herman\herman_fongbe_corp015_115.wav,e ɖo gankpa ɔ mε,herman
dataset_fon\herman\herman_fongbe_corp015_116.wav,e gbo mi,herman
dataset_fon\herman\herman_fongbe_corp015_117.wav,e gblɔn kudan,herman
dataset_fon\herman\herman_fongbe_corp015_118.wav,e jε adan gblɔn nu kεntɔ tɔn ji,herman
dataset_fon\herman\herman_fongbe_corp015_119.wav,e nyi nukplɔnmεtɔ,herman
dataset_fon\herman\herman_fongbe_corp015_120.wav,e ɖo do gɔngɔn ɖe mε,herman
dataset_fon\herman\herman_fongbe_corp015_121.wav,tɔ ɔ gɔngɔn,herman
dataset_fon\herman\herman_fongbe_corp015_122.wav,zin gɔngɔn,herman
dataset_fon\herman\herman_fongbe_corp015_123.wav,e ɖi sa gbɔn toxo ɔ mε,herman
dataset_fon\herman\herman_fongbe_corp015_124.wav,vi ce ɖo sa ɖi wε ɖo gbεnde mε,herman
dataset_fon\herman\herman_fongbe_corp015_125.wav,e gblɔn adan ɖɔ emi na blo,herman
dataset_fon\herman\herman_fongbe_corp015_126.wav,e sa bogbe ɖo ye,herman
dataset_fon\herman\herman_fongbe_corp015_127.wav,e kanbyɔ mi ɖɔ hwetεnu tɔ ce na wa aji,herman
dataset_fon\herman\herman_fongbe_corp015_128.wav,akwε ɖasi tɔn kpɔ gbobli,herman
dataset_fon\herman\herman_fongbe_corp015_129.wav,akwε ɖo tɔ ce sin vatε mε gbidii,herman
dataset_fon\herman\herman_fongbe_corp015_130.wav,e ɖɔ a na wa,herman
dataset_fon\herman\herman_fongbe_corp015_131.wav,e ɖɔ nu mi ɖɔ tɔ tɔn na wa,herman
dataset_fon\herman\herman_fongbe_corp015_132.wav,un ɖu lan ɖee a xɔ ɔ,herman
dataset_fon\herman\herman_fongbe_corp015_133.wav,un su ɖaxo sɔ we,herman
dataset_fon\herman\herman_fongbe_corp015_134.wav,nyibu klo hu lεngbɔ,herman
dataset_fon\herman\herman_fongbe_corp015_135.wav,totεmε a xwe,herman
dataset_fon\herman\herman_fongbe_corp015_136.wav,wema elɔ ɔ,herman
dataset_fon\herman\herman_fongbe_corp015_137.wav,mε elɔ lε,herman
dataset_fon\herman\herman_fongbe_corp015_138.wav,e kan byɔ ahwlikpɔnuwa ɖɔ axi wε xwe aji nukanbyɔ ɔ xo wε nɔ gɔ nu we a,herman
dataset_fon\herman\herman_fongbe_corp015_139.wav,mε gɔn a xwe,herman
dataset_fon\herman\herman_fongbe_corp015_140.wav,mε tɔn wε,herman
dataset_fon\herman\herman_fongbe_corp015_141.wav,mε wε,herman
dataset_fon\herman\herman_fongbe_corp015_142.wav,mε e un ɖɔ xo na ɔ,herman
dataset_fon\inconnu\inconnu_fongbe_corp011_001.wav,un na ye sin,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_002.wav,gbogbo e mi ɖɔ xo nε ɔ un sɔ mɔ ε gbeɖe a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_003.wav,un glo e,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_004.wav,wutu tɔn sun glo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_005.wav,e gba gbe ala bi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_006.wav,afɔdomε ce gbidi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_007.wav,dawe elɔ ɖi ga kaka,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_008.wav,e hεn do ɔ gblo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_009.wav,gblo ali nε ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_010.wav,nusunnu ɔ ci gbεdε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_011.wav,ze gbe yi ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_012.wav,ye ɖo gan yɔyɔ na ɖo wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_013.wav,xo ɔ gɔndɔn do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_014.wav,e kplε yi kpo ka kpo go kpo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_015.wav,e tiin ɖazɔmε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_016.wav,a ko se a wε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_017.wav,e ko mɔ ε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_018.wav,un ko ɖu nu a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_019.wav,gudunɔ damlɔ bo fɔn bo mɔ to ɖo zan ji aɖawun ɖazɔnsi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_020.wav,mε ɖebu sin xomε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_021.wav,vi towe lε lo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_022.wav,dada ce gba go,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_023.wav,e glɔn gbɔ tɔn lε do kpa mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_024.wav,akpa tε xwe e hɔn jε gbe do,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_025.wav,e ji gbɔn to,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_026.wav,vi tɔn ku wε zɔn bɔ e lε ji vi ɖevo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_027.wav,fun kɔ sin nukun ce ji nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_028.wav,e ɖo anɔ gbanjangbanjan,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_029.wav,nya bonɔ elɔ ɖo afɔ gεjεgεjε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_030.wav,maga su kpɔ gbεgbε ɖaxi mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_031.wav,e ɖo avi ya wε ɖo gbεmε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_032.wav,yovozεn ɔ klo kaka bo ci gbawun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_033.wav,ye zan nu ɖo nuwiwa ɔ do mε kaka bɔ e gbe lu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_034.wav,gbe tɔn xla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_035.wav,kɔta we nɔ nɔ kpɔ a ɖe na nyi kɔta ɖe na nyi gbakwεgbakwε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_036.wav,gbεtɔ ɖo gbagba ɖo hun ɔ mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_037.wav,a nɔ mɔ ε gbɔ a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_038.wav,ye klan gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_039.wav,un se mɔto towe gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_040.wav,un se xo towe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_041.wav,e gblɔn xo ɔ nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_042.wav,mi byɔ xwegbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_043.wav,gle ɔ su gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_044.wav,gbehan su gle ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_045.wav,sin ɔ gba gbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_046.wav,tɔ ɔ gba jinukun lε bi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_047.wav,un na sε wema elɔ do nɔvi ce gbɔn posu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_048.wav,e ɖo ganbaɖa nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_049.wav,zingidi gεyin wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_050.wav,nu gεyingεyin,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_051.wav,akwε e ɖasi ce ɔ bi vɔ gbidigbidi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_052.wav,azɔn gbε do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_053.wav,e ɖo geɖee,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_054.wav,e nyi gεn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_055.wav,e dan hun gbɔn fi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_056.wav,nɔcyɔvi ɔ nɔ sa lele,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_057.wav,hwε lo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_058.wav,e wa lobo ɖu nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_059.wav,un wa bε yi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_060.wav,e jε gle ɖo fi ε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_061.wav,nu ci kɔ ni bɔ e ganja,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_062.wav,e gan jε azinkpo mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_063.wav,jonɔ wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_064.wav,dosu wun sin nu jonɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_065.wav,gla se a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_066.wav,mi gla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_067.wav,nyε we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_068.wav,ye ɖo fi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_069.wav,wemaxɔmεvi wε nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_070.wav,nutε hwε a nɔ kplɔn ɖo wemaxɔmε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_071.wav,ye wε ɖu we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_072.wav,e sɔgbe gbannana,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_073.wav,towe gbε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_074.wav,mi gbeje xo ɔ kpɔn ganji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_075.wav,hwezivɔ gbε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp011_076.wav,e gba jε mε nu xo ɔ ganji a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_001.wav,nu nε a blo ɔ e gble xomε nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_002.wav,e gble xomε do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_003.wav,gbowele sin xomε bo syɔ hun ɖo tɔ ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_004.wav,adɔn gεnnyigεnnyi ɖie jayi e,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_005.wav,un gɔ xo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_006.wav,xo gɔ mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_007.wav,e gbε ɖɔ ye kun blo mɔ o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_008.wav,e do gesi mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_009.wav,e ɖo glagla blo wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_010.wav,e ɖo glagla ɖu wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_011.wav,kεkε tɔn sin gan nɔ ɖɔ glεwun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_012.wav,nu gangan wε blo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_013.wav,nε a blo gbɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_014.wav,e blo ɖo ganji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_015.wav,e blo ɖo gan tɔn ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_016.wav,e blo ganji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_017.wav,e blo ganji tɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_018.wav,e blo gadagada bo jayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_019.wav,e nɔ blo gangannagansu din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_020.wav,e nɔ ge nu din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_021.wav,ye ɖo zingidi ɖu wε gannyii,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_022.wav,nabi wε nyi ga tɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_023.wav,akwε gbo vε mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_024.wav,nɔvi ce na wa godogodo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_025.wav,asi towe lo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_026.wav,ye bli awinnya gidigbaja ɖe do su yɔ ɔ na,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_027.wav,vi lε mi ɖu xwe ganji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_028.wav,kinikini nɔ go,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_029.wav,fevi ɔ do dε gblεlεε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_030.wav,vi tɔn ɖie a mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_031.wav,mi mɔ xwe fufo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_032.wav,fufo nu azɔ ɔ tɔin ɖie,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_033.wav,e wa yi gbe ɖɔ emi wu wε sɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_034.wav,ganxixo nabi a na do fo azɔ ɔ na,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_035.wav,ganxixo nabi mε a na fo azɔ ɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_036.wav,un ɖo na fo wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_037.wav,e na gbeta,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_038.wav,ye gbo e do dajo kɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_039.wav,a wa fi hweɖebunu ɔ mi nɔ ɖu nu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_040.wav,nɔ ce kplan mi yi dɔn azɔn ɖokpo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_041.wav,xo ɔ gbɔjɔ lanmε nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_042.wav,lanmε ce gbɔjɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_043.wav,e yi i dasi ce gannugannu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_044.wav,e xa gblagada ɔ e nɔ lε xa klobotwe ou go dwee,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_045.wav,ahan elɔ gla,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_046.wav,jɔhɔn gbagbagugu ɖe nyi sɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_047.wav,hwezivɔ glala ɖe wε hun egbe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_048.wav,un jɔ fun de mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_049.wav,gbεmε fa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_050.wav,hanlan kpɔnwun wo nu nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_051.wav,e xuxu hɔn nu mi gogogo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_052.wav,e gba nu mi kpo kwin kpo bε ci gɔɖɔɖɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_053.wav,jɔhɔn gbε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_054.wav,gbε ɔ tɔdema wε e nɔ xo yi ɖisi e nɔ xo yi amyɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_055.wav,jɔhɔn gbε ba kpo ɖo gokle mɔ a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_056.wav,nukɔn ce ɖo go,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_057.wav,e nɔ wu go ɖo nukɔn bo nɔ ze hwla a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_058.wav,gingin wu tɔn ganji ni mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_059.wav,e gingin nεgbe do do wu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_060.wav,un gingin afɔ do kɔ mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_061.wav,un gin biki ce do wema ɔ ji,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_062.wav,un na nyi ajotɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_063.wav,ye ɖo gbojlaka ɖu wε bo jayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_064.wav,tɔ tɔn kpo nɔvi tɔn lε kpan hεn kεɖεε govi tɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_065.wav,e gli hun tɔn ɖo hɔn to,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_066.wav,e wa gɔa hun ɖo tɔ ɔ to,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_067.wav,e gu akwε tɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_068.wav,e gu eɖee,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_069.wav,e hεn linlin ce gble,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_070.wav,vi ɔ gble bε yi kɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_071.wav,e gble din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_072.wav,eo mawu kun nɔ blε mε lε o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_073.wav,nutitε ce tɔn sin gbluwun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_074.wav,e jε gban,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_075.wav,afɔkpa gbla afɔ nu we,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_076.wav,avun su ɖaxo sɔ hla a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_077.wav,a ko winnya bi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_078.wav,e su gajaa,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_079.wav,ajaka savɔ ma sɔ glεnzin ganhunu mεtɔn mεtɔn wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_080.wav,e jε gbεn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_081.wav,nyaɖe xwe kwekwetin ji bo jayi nuɖe glo mε ɔ e nɔ jo do,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_082.wav,nyavi nε ɔ ɖo ta gowungowun ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_083.wav,e ɖo ke glεjεglεjε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_084.wav,e klo gbawun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_085.wav,un mɔ nyibu gojogojo ɖokpo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_086.wav,vi elɔ ɖo nu gεjεε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_087.wav,dada ce sin anya ci futuu,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_088.wav,vi tɔn sin ta klo bo ci gbεwun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_089.wav,hwε nyavi elɔ gbo fin din,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_090.wav,e gble taɖu ni,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_091.wav,e gble taɖumε ni,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_092.wav,εεn e gbɔ bi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_093.wav,azɔn towe gbɔ a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_094.wav,azɔn ɔ gble do mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_095.wav,azɔn na gbɔ nu vi towe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_096.wav,mεsi gɔn wε un ɖe,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_097.wav,e nɔ nɔ hwεgbo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_098.wav,un nɔ nɔ ajowun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_099.wav,gayεnu tɔn e un wa gɔn towe ɔ un mɔ we a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_100.wav,e fya jawe kpodo gbεtɔ afɔwe kpan,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_101.wav,un ɖo aga,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_102.wav,un sɔ ɖu axɔ ɖe do we a mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_103.wav,gan dokpo adaɖe mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_104.wav,ganxixo ɖokpo mε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_105.wav,gan we xo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_106.wav,gan nabi wε xo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_107.wav,a ɖu vi gbε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_108.wav,e xo aglo mi gblawun,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_109.wav,vi e wa sɔ ɔ ko hɔn,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_110.wav,un nyi ganbloɖotɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp012_111.wav,e fyɔn wu nu mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_001.wav,gbɔn de gbɔn de,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_002.wav,e ko yi xwe εnε bɔ e wa fi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_003.wav,ye ɖo fi ɖayi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_004.wav,ye na ɖo fi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_005.wav,un ɖo fi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_006.wav,e jawee,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_007.wav,e glo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_008.wav,e glo mi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_009.wav,ase ma ɖo xwe a ɔ ajaka nɔ jε glojo,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_010.wav,nu ti glo mawu a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_011.wav,nuɖe ma gbayi do nu mi o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_012.wav,titigweti yi kpɔn mε bo lε kε mεɖe mɔ gbε bo gbε a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_013.wav,ye zun i kaka bε gbɔ bo tin,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_014.wav,un ɖo eyε zun wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_015.wav,ma zun mi o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_016.wav,e gbε nu ye ɖɔ ye ma ɖu o,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_017.wav,e gu mε hu gbojɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_018.wav,un blo gbeɖe kpɔn a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_019.wav,un ɖu lan enε kpɔn a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_020.wav,un na wa gɔn towe gbeɖe a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_021.wav,nyε mɔ we kpɔn a,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_022.wav,un ɖo akwε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_023.wav,un gosin amerika tomε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_024.wav,jan tɔn wε,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_025.wav,mε ε nɔ sɔ nu nyi gbe ɔ wε nɔ mɔ nu sɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_026.wav,sɔ nyi gbe a na yi mɔ sɔ,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_027.wav,e winya ɖyɔvi,inconnu
dataset_fon\inconnu\inconnu_fongbe_corp013_028.wav,ganganwunxotɔ ɖɔ adɔ mε wε gan ɖe,inconnu
